TCN,REQ_DEL,EST_DE,SPOE,SPOE_AOR,SPOD,SPOD_AOR,CARRIER,SHIP_AGENCY_NM,CONTAINER_SIZE,CLASS_OF_SUPPLY,WEIGHT,SHIP_COST
ED49252641M009KM5,9/12/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AIR FORCE,40FT,CLASS I,10637,2805.7
FB52057170ST01PXX,9/11/2017,9/24/2017,"(UBF) AJA PORT,JP",PACOM,"(UH2) HACHINOHE,JP",PACOM,UNKNOWN,DLA,BREAKBULK,Class Unknown,18446,3586.6
FE527071650135XXX,9/15/2017,8/29/2017,"(UBF) AJA PORT,JP",PACOM,"(3D2) OAKLAND,CA,US",NORTHCOM,UNKNOWN,AIR FORCE,BREAKBULK,CLASS VII,25912,4333.2
FV52312127V002KK2,3/30/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,20FT,CLASS V,24108,4152.8
HQ00793161V002KM2,8/8/2017,,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(CB2) NEW PROVIDENCE,BS",NORTHCOM,SYLF - SCHUYLER LINE NAVIGATION COMPANY LLC,OTHER,40FT,Class Unknown,21576,3899.6
HQCAAB3080S020KTA,8/19/2017,,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS II,25990,4341
HQCAAB3359S147KTA,9/11/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,17451,3487.1
HQCWJ62828S054KT2,9/27/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,MAEU - MAERSK LINES INC,DECA,40FT,CLASS I,18834,3625.4
HX2PX17184458KXXX,8/23/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,27785,4520.5
HX6ATX2610S033MMA,8/12/2017,8/28/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,24503,4192.3
HX6ATX2611S056MMA,9/14/2017,8/31/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,14960,3238
HX6ATX2729S026KM2,9/5/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS I,28766,4618.6
HX7NNW3208M0082M2,10/4/2017,9/21/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,14998,3241.8
HX7WCW2729S076MM2,9/6/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,28742,4616.2
N002502729S016TTA,9/9/2017,8/28/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,NEXCOM,40FT,CLASS II,26518,4393.8
N222571194V002LK2,6/30/2017,8/28/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,MSCS - MSC,NAVY,20FT,CLASS VII,11144,2856.4
N625883356M001ML2,8/22/2017,9/4/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(KF1) NAPLES,IT",EUCOM,MAEU - MAERSK LINES INC,NAVY,40FT,CLASS II,29336,4675.6
N627427203BC95XXA,8/31/2017,8/29/2017,"(QF1) DIEGO GARCIA,DG",PACOM,"(RB1) SINGAPORE,SG",PACOM,MATS - MATSON NAVIGATION CO.,NAVY,BREAKBULK,CLASS VII,10456,2787.6
N685392478V002KK2,5/5/2017,9/24/2017,"(QF1) DIEGO GARCIA,DG",PACOM,"(RB1) SINGAPORE,SG",PACOM,APLS - AMERICAN PRESIDENT LINES,NAVY,40FT,CLASS IX,15424,3284.4
Q9942640490942XXX,4/21/2007,8/30/2017,"(XE1) HONOLULU,HI,US",PACOM,"(XF2) NAWILIWILI,HI,US",PACOM,"AHCT - ALOHA CARGO TRANSPORT, INC",DLA,BREAKBULK,CLASS II,10305,2772.5
R0913670620955BXX,4/28/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,16657,3407.7
SC31033208M023MMA,9/10/2017,9/6/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS II,16900,3432
SC31052729M023MM2,9/17/2017,8/31/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,20FT,CLASS I,13334,3075.4
SC31053122M0811M2,9/13/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,UNKNOWN,DLA,40FT,CLASS I,12703,3012.3
SC31053356M515MMB,10/19/2017,9/23/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(LS8) POTI,GE",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,21550,3897
SW31232611M006MM2,7/14/2017,9/21/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS VII,16677,3409.7
SW31233050M012MM2,8/10/2017,9/21/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS II,12515,2993.5
SW314271790045XXX,8/23/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,23513,4093.3
SW314271880010XXX,8/23/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,23596,4101.6
SW32252641S356TT2,9/1/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS IX,21607,3902.7
UY10102547V004LM5,9/14/2017,9/3/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(MK4) LOME,TG",AFRICOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS I,25259,4267.9
W22P1H3163V036KK2,2/28/2017,9/24/2017,"(UL9) HIRAO,JP",PACOM,"(UBC) TENGAN,JP",PACOM,UNKNOWN,ARMY,20FT,CLASS V,12900,3032
W25G1R3127V061KK2,7/31/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,24628,4204.8
W36QLP2339V019KK2,8/15/2017,9/24/2017,"(LS5) CONSTANTA,RO",EUCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,Class Unknown,21058,3847.8
W44XMF2582V215KK2,7/14/2017,9/9/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,26111,4353.1
W44XMF2778V047KK2,5/15/2018,9/7/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MSCS - MSC,ARMY,20FT,CLASS VII,26807,4422.7
W562RM7177LB01XXX,10/12/2017,9/10/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,FRLN - FARRELL LINES INC.,ARMY,BREAKBULK,CLASS IX,22226,3964.6
W56HZW7186820HXXX,9/30/2017,9/23/2017,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,UNKNOWN,ARMY,BREAKBULK,CLASS VII,12430,2985
W56HZW7188157WLXX,9/27/2017,9/22/2017,"(2E3) GALVESTON,TX,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,UNKNOWN,DLA,BREAKBULK,CLASS VII,24552,4197.2
W80Y3J71950537XXX,8/30/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,26313,4373.3
W81WKD2198V020LKA,7/31/2017,8/25/2017,"(KF3) LIVORNO,IT",EUCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,ARMY,40FT,CLASS II,27881,4530.1
W905WL2745V005MM2,9/20/2017,9/6/2017,"(PN2) ASH SHUAIBA,KW",CENTCOM,"(3H2) SAN PEDRO,CA,US",NORTHCOM,MAEU - MAERSK LINES INC,ARMY,20FT,CLASS VII,14056,3147.6
W905WL2861V071MM2,10/30/2017,10/17/2017,"(PN2) ASH SHUAIBA,KW",CENTCOM,"(3D2) OAKLAND,CA,US",NORTHCOM,UNKNOWN,ARMY,20FT,CLASS IX,10449,2786.9
WT6JHX3148V005LL2,9/30/2017,9/12/2017,"(UBF) AJA PORT,JP",PACOM,"(SA1) MANILA,PH",PACOM,UNKNOWN,ARMY,20FT,CLASS VIII,22988,4040.8
Z7211267236883PXX,8/9/2017,,"(YD1) KODIAK ISLAND,AK,US",NORTHCOM,"(4E1) TACOMA,WA,US",NORTHCOM,MATS - MATSON NAVIGATION CO.,COAST GUARD,BREAKBULK,Class Unknown,19845,3726.5
BJ3H7550909088XUX,11/1/2017,10/16/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,10116,2753.6
BJ8H7561799021XSX,9/6/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,10278,2769.8
BJ8H7562579005XJX,9/30/2017,11/5/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,13573,3099.3
BV5A7560889002XWX,3/25/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,18374,3579.4
FB52847038X005JAX,3/31/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,27483,4490.3
HQCAAB3359S137KTA,9/11/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS II,25339,4275.9
HQCAAB3359S156KTA,9/11/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS II,10429,2784.9
HQCAAB3359S198KT5,9/11/2017,9/2/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,20949,3836.9
HX6ATX2729S032MLA,9/7/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS I,12336,2975.6
HX7NNW3109M0322M2,9/20/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,AAFES,20FT,CLASS II,15264,3268.4
HX7NNW3208M0092M2,11/6/2017,9/21/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,13943,3136.3
N002503356S0151LA,8/30/2017,9/4/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(KF1) NAPLES,IT",EUCOM,MAEU - MAERSK LINES INC,NEXCOM,40FT,CLASS II,22547,3996.7
N006043023V0142M2,9/18/2017,9/1/2017,"(XE1) HONOLULU,HI,US",PACOM,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,MATS - MATSON NAVIGATION CO.,NAVY,40FT,Class Unknown,19002,3642.2
N638217221MTPLXXX,9/29/2017,8/27/2017,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,UNKNOWN,NAVY,BREAKBULK,CLASS VII,16122,3354.2
SC31032025V063MMA,4/21/2017,9/8/2017,"(JH2) ANTWERP,BE",EUCOM,"(PK5) KHALIFA BIN SALMAN,BH",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS IV,25190,4261
SC31052580M2111LB,9/8/2017,9/4/2017,"(4D3) SEATTLE,WA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,23828,4124.8
SC31053308M030MMB,10/4/2017,9/23/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(LS8) POTI,GE",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,17441,3486.1
SC31053626M172MMB,11/5/2017,9/29/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,UNKNOWN,DLA,40FT,CLASS I,21574,3899.4
SE6P042113V013KK9,8/30/2017,8/25/2017,"(HA8) FELIXSTOWE,GB",EUCOM,"(PQ2) ABU DHABI,AE",CENTCOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS III,21461,3888.1
SW31623122M015MM8,8/13/2017,9/2/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS IX,14694,3211.4
SW31853624M0151M2,9/29/2017,8/31/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LD1) PIRAEUS,GR",EUCOM,UNKNOWN,DLA,20FT,CLASS II,11085,2850.5
SW32252611S064TS2,8/30/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,20FT,CLASS II,19878,3729.8
SW32253497V322MKA,3/29/2017,8/28/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS VIII,19195,3661.5
SWE3002587V075MM2,11/7/2017,10/5/2017,"(JG1) ROTTERDAM,NL",EUCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,UNKNOWN,DLA,40FT,CLASS IV,13282,3070.2
UY10102551V019LM5,9/14/2017,9/3/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(MK4) LOME,TG",AFRICOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS I,11818,2923.8
W22P1H2582V029KK2,7/14/2017,8/31/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,26095,4351.5
W44XMF2582V054KK2,7/14/2017,8/31/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,13357,3077.7
W44XMF2582V219KK2,7/14/2017,9/9/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,25706,4312.6
W44XMF2617V173KK2,4/15/2018,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(QF1) DIEGO GARCIA,DG",PACOM,MSCS - MSC,ARMY,20FT,CLASS V,12061,2948.1
W44XMF2778V082KK2,5/15/2018,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MSCS - MSC,ARMY,20FT,CLASS II,14303,3172.3
W44XMF2778V083KK2,5/15/2018,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MSCS - MSC,ARMY,20FT,CLASS II,19613,3703.3
W44XMF3051V003KK2,3/21/2018,10/7/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PQ2) ABU DHABI,AE",CENTCOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS V,23978,4139.8
W44XMF3127V009KK2,7/14/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PK6) UMM SAID,QA",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,26956,4437.6
W44XMF3127V138KK2,8/23/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(LH1) BEIRUT,LB",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,29200,4662
W53XMD3349V004KK2,9/27/2017,9/7/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MSCS - MSC,ARMY,20FT,CLASS V,10830,2825
W56HZW7121003WLRX,9/18/2017,8/31/2017,"(2E3) GALVESTON,TX,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,AROF - AMERICAN ROLL ON ROLL OFF CARRIERS,DLA,BREAKBULK,CLASS VII,17302,3472.2
W62G2X2194M004KM2,8/9/2017,,"(2EE) HOUSTON,TX,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,MAEU - MAERSK LINES INC,ARMY,20FT,CLASS VII,27580,4500
W67G232582V001KK2,7/14/2017,9/9/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,17096,3451.6
W67G233349V003KK2,9/27/2017,9/7/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MSCS - MSC,ARMY,20FT,CLASS V,13494,3091.4
W905WL2526V008MM2,9/17/2017,9/2/2017,"(PN2) ASH SHUAIBA,KW",CENTCOM,"(3D2) OAKLAND,CA,US",NORTHCOM,APLS - AMERICAN PRESIDENT LINES,ARMY,20FT,CLASS IX,23377,4079.7
W90Z9F2643V221KK2,6/30/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,40FT,CLASS V,28333,4575.3
WC1JH42280V012KK2,4/25/2017,9/13/2017,"(YC2) VALDEZ,AK,US",NORTHCOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,17483,3490.3
WT5LE13294V009KK2,9/13/2017,9/20/2017,"(UL9) HIRAO,JP",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,UNKNOWN,ARMY,BREAKBULK,CLASS VII,28819,4623.9
WT6JHX2624V023KK2,6/30/2017,9/7/2017,"(UBF) AJA PORT,JP",PACOM,"(SA3) SUBIC BAY,PH",PACOM,UNKNOWN,ARMY,20FT,CLASS VIII,21358,3877.8
Z7137000000757PXX,6/1/2017,,"(4D3) SEATTLE,WA,US",NORTHCOM,"(YB5) SITKA,AK,US",NORTHCOM,AKMR - ALASKA MARINE LINES,ARMY,BREAKBULK,Class Unknown,20724,3814.4
4774G53054M016KM2,9/12/2017,,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,GSA,40FT,CLASS II,11523,2894.3
BJ8H7561799008XVX,7/1/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,12410,2983
BJ8H7561799031XYX,5/7/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,28355,4577.5
FB48352847V032MM2,9/15/2017,9/8/2017,"(PJ8) SALALAH (MINA RAYSUT),OM",CENTCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,AIR FORCE,20FT,CLASS VII,20308,3772.8
FB48352847V036MM2,9/15/2017,9/8/2017,"(PJ8) SALALAH (MINA RAYSUT),OM",CENTCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,AIR FORCE,20FT,CLASS VII,28101,4552.1
FB52057095ST02XXX,6/26/2017,9/24/2017,"(UBF) AJA PORT,JP",PACOM,"(UM3) TOKYO,JP",PACOM,UNKNOWN,DLA,BREAKBULK,Class Unknown,14448,3186.8
FE544570610153XXX,8/21/2017,9/1/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,DCMA,BREAKBULK,CLASS VII,10104,2752.4
FV50002280V008KK2,5/1/2017,9/15/2017,"(YC2) VALDEZ,AK,US",NORTHCOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,18754,3617.4
FV52402187V001KK2,4/22/2017,9/24/2017,"(TA6) GUAM MAG,GU",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,20FT,CLASS II,15962,3338.2
HQ00133392V001MMA,8/10/2017,,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(BBB) MANZANILLO,PA",SOUTHCOM,CAMN - CROWLEY LINER SERVICES,OTHER,40FT,CLASS I,21280,3870
HQCAAB2938S086KT5,8/3/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,MAEU - MAERSK LINES INC,DECA,40FT,CLASS I,17783,3520.3
HQCAAB3080S121KT5,8/21/2017,,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,11316,2873.6
HQCWJ62643S126KT2,9/13/2017,8/25/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,MAEU - MAERSK LINES INC,DECA,40FT,CLASS I,18291,3571.1
HQCWJ62800S047KL2,9/11/2017,8/27/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,MATS - MATSON NAVIGATION CO.,DECA,40FT,CLASS I,19986,3740.6
HQCWJ62815S070KT2,10/4/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,12013,2943.3
HQCWJ62828S060KT2,9/27/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,MAEU - MAERSK LINES INC,DECA,40FT,CLASS I,23903,4132.3
HX6ATX3079S133MM2,8/12/2017,,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS I,15601,3302.1
HX6ATX3424S031ML2,9/14/2017,8/28/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(CK1) SAN JUAN,PR",NORTHCOM,TMGT - TOTE MARITIME PUERTO RICO LLC,AAFES,40FT,CLASS I,16918,3433.8
HX7NNW3210M0062M2,8/25/2017,9/8/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PQ7) JEBEL ALI,AE",CENTCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS II,24386,4180.6
HX7NNW3359S1032M5,9/20/2017,9/2/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS I,24954,4237.4
HXGERW2454V002MMB,9/15/2017,9/2/2017,"(JH2) ANTWERP,BE",EUCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS I,23288,4070.8
HXMPX47187358TXXX,8/23/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,25643,4306.3
N5785771580001XAX,8/9/2017,8/25/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PK5) KHALIFA BIN SALMAN,BH",CENTCOM,APLS - AMERICAN PRESIDENT LINES,NAVY,BREAKBULK,CLASS VII,27759,4517.9
N638212941V172KK2,7/8/2017,8/27/2017,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,NSAJ - NOSAT,NAVY,20FT,Class Unknown,25912,4333.2
N638212946V171KK2,8/11/2017,8/27/2017,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,NSAJ - NOSAT,NAVY,20FT,CLASS IX,14922,3234.2
Q9942632879996TXX,4/21/2007,8/30/2017,"(XE1) HONOLULU,HI,US",PACOM,"(XF2) NAWILIWILI,HI,US",PACOM,"AHCT - ALOHA CARGO TRANSPORT, INC",DLA,BREAKBULK,CLASS II,29324,4674.4
